text,emotion
i have to admit that sometimes i feel a bit left out in the cold because he can act like a teenager too,ANGER
i told them that i could feel the cold and heat and they were shocked i didn't raise my hand,ANGER
i could feel more and more cold creep up,ANGER
i feel something too cold or warm too much pressure or any pain at all i should raise my hand,ANGER
i checked my depth when i started feeling cold and was at 29',ANGER
i hung on to my jacket until about 5 minutes before the race but my fingers and hands took about twenty minutes before i got any feeling into them and the air was so cold it made my lungs hurt,ANGER
i might be feeling cold but i can cover up and keep warm,ANGER
i didn t feel cold either,ANGER
i don t know about you but i feel the cold like shards of glass against my skin,ANGER
i ice skate a lot i probably only ice skate at most 10 times in my entire life and that i m so pro skater but i miss the feeling of cold air brushing across your face as you skate,ANGER
i feel so cold,ANGER
i am able to move a soul to a happier place bring a smile to a frowning face and warm a heart that is feeling cold then i will have reached my goal,ANGER
i now understand very well how an employee would feel because of the work i caught cold and fever when i reached at home that night which led me to skip two classes on the next day,ANGER
i use this quilt a lot when i'm reading and feeling a bit cold,ANGER
i am feeling cold for some random reason,ANGER
i'd buy an ice cold bottle of orange juice and chug a lug it feeling the cold liquid running down my cheek,ANGER
i feel cold,ANGER
i feel nothing but the cold clinging to me,ANGER
i'm feeling or whether i'd like a cold beverage,ANGER
i am feeling the cold,ANGER
i can feel something cold and sticky on her,ANGER
i cried hard at the feel of his cold hand at my cock the feather like touches making me utter little pleads,ANGER
i really feel the cold and though it's meant to be june i am freezing i'm typing this post wearing 2 jumpers,ANGER
i feel i'm cold and i am shamed lying naked on the floor,ANGER
i am not a very emotional person nor do i show my feelings to anyone so at times people tend to see me as a cold person but what they didn t know is that i m just too passionate about a lot of things especially love but am just too damned scared to show my feelings to anyone,ANGER
i be telling him to get the fuck outta his feelings not to be cold hearted towards her but all the stuff hes feeling sooner or later will be the death of him,ANGER
i have also always been afraid of the cold pool but i realized that it actually doesn t feel cold after about 2 laps,ANGER
i have written 700 blog posts amp have more than 2 000 twitter followers amp yet i can t open my mouth to speak in public without feeling like i m going to pass out cold,ANGER
i stopped feeling cold,ANGER
i thought female stuff because feeling a little cold seems to be part and parcel of the early warning system for me,ANGER
i interrupted and said yeah that s exactly what i ve been feeling with my cold these past few days as well so don t worry its just a virus thing,ANGER
i am feeling cold and panicky just thinking about this,ANGER
i woke up in the afternoon feeling cold with a heavy head and a super dry throat i decided not to fast,ANGER
i couldn t hear the cars or feel the cold,ANGER
i feel cold due to the chilly weather also it makes me think if i will get splinter by the wooden bench,ANGER
i wake up feeling as if i am still in one of my dreams though the feeling of the cold tile against the bottoms of my feet seems to snap me back into reality,ANGER
i think they are still feeling cold some days because of the 'un summery' weather,ANGER
i still feel cold so i add a sweatshirt over my top,ANGER
i can almost feel the wheat the grass the cold dampness of the wind,ANGER
i feel the cold air the quietness the smell of grass and morning dew the smell of cigarette coming from the girl sitting behind me the smell and taste of soggy fries and diluted coke,ANGER
i can feel a little water to in the suit but i am not too cold,ANGER
i'm not seeing the results i saw on meta so it leaves me feeling a bit cold,ANGER
i feel cold pillow theophilius london f,ANGER
i feel depressions cold hand reaching out for me a href 'http: faustelric,ANGER
i felt while reading her story was the feeling of cold,ANGER
i'm left back feeling kinda cold woah so screw you bridgewe can't love not like this you broke me down do i even exist,ANGER
i can't touch or feel or miss her hands were cold,ANGER
i feel like i'm getting a cold nothing to do with the winter weather outside i suppose,ANGER
i feel the cold more than him,ANGER
i feel cold all over and if i look at my mum and my brother crying for another second i m definitely going to crack,ANGER
i feel the cold rush first hit my toes almost like a hurricane or tornado and then it rushes up my chest and takes my breath away from me,ANGER
i am suffering some sort of health problem that causes me to feel cold under normal conditions i am weird then you take this helpful information amp put it on a little graph thing that looks kind of like a fish's spine,ANGER
i do when i feel a cold coming on,ANGER
i feel cold,ANGER
i was so into it i actually started to feel cold,ANGER
i had discussed how important i thought this would be with kristie and she had warned me that i should not get into the water too early because i might want to get out during transition or the water might feel too cold and then i could miss out on birthing in the water,ANGER
i feel cold and lonely,ANGER
i feel like i'm getting a cold nothing to do with the winter weather outside i suppose,ANGER
i feel the beginnings of a cold and or sinus infection which i seem to be keeping at bay with mucinexd advil and zyrtec i feel 110 better than last week,ANGER
i began to feel a cold coming on plus i m a do er amp i always have been i go go go and if i m not careful i can find myself in burnout a couple of times a year,ANGER
i let the rushing water pour around my hand my wrist until my skin begins to tingle and i feel a cold numbness creep up from my fingertips,ANGER
